road,chainage,lrp,lat,lon,gap,type,name,length,id,model_type
N1,427.731,LRP432b,21.1242771,92.1918886,,Culvert,Box culvert,337.0,1165,link
N1,427.772,LRP432c,21.1239993,92.1919997,,Culvert,Box culvert,41.0,1166,link
N1,427.906,LRP432d,21.1229993,92.1926663,,Culvert,Box culvert,134.0,1167,link
N1,428.019,LRP432e,21.122166,92.1931941,,Culvert,Box culvert,113.0,1168,link
N1,428.104,LRP432f,21.1214993,92.1935552,,Culvert,Box culvert,85.0,1169,link
N1,428.387,LRP433,21.1198604,92.1954719,,KmPost,Info.Missing,283.0,1170,link
N1,428.498,LRP433a,21.1190827,92.1960274,,Culvert,Box culvert,111.0,1171,link
N1,428.691,LRP433b,21.1175827,92.1966663,,Culvert,Box culvert,193.0,1172,link
N1,428.818,LRP433c,21.1165,92.1969163,,Culvert,Box culvert,127.0,1173,link
N1,428.869,LRP433d,21.1161389,92.1969997,,Culvert,Box culvert,51.0,1174,link
N1,428.908,LRP433e,21.1158333,92.1971386,,"SideRoad,Right",Z1133 Road to Shaplapur,39.0,1175,link
N1,428.995,LRP433f,21.1151667,92.1975552,BS,Bridge,Bridge start,87.0,1176,bridge
N1,429.073,LRP433g,21.1146111,92.1979719,BE,Bridge,Bridge end,78.0,1177,link
N1,429.45,LRP434,21.1121111,92.2002778,,KmPost,Info.Missing,377.0,1178,link
N1,429.497,LRP434a,21.1118611,92.2006389,,Culvert,Box culvert,47.0,1179,link
N1,429.812,LRP434b,21.1090556,92.2045278,,Culvert,Box culvert,315.0,1180,link
N1,430.242,LRP434c,21.1078333,92.2058611,,Culvert,Box culvert,430.0,1181,link
N1,430.44,LRP434d,21.1078333,92.2069444,,Culvert,Box culvert,198.0,1182,link
N1,430.51,LRP435,21.1058333,92.20725,,KmPost,Km post broken,70.0,1183,link
N1,430.574,LRP435a,21.1053611,92.2073889,,Culvert,Box culvert,64.0,1184,link
N1,430.694,LRP435b,21.1043611,92.2075278,,Culvert,Box culvert,120.0,1185,link
N1,430.901,LRP435c,21.1026389,92.2077778,,Culvert,Box culvert,207.0,1186,link
N1,431.073,LRP435d,21.1012778,92.2081389,,Culvert,Box culvert,172.0,1187,link
N1,431.293,LRP435e,21.0996386,92.2091667,,Culvert,Box culvert,220.0,1188,link
N1,431.578,LRP436,21.0975552,92.2105,,KmPost,Info.Missing,285.0,1189,link
N1,431.606,LRP436a,21.097333,92.2106111,,Culvert,Box culvert,28.0,1190,link
N1,432.005,LRP436b,21.0939441,92.2118611,BS,Bridge,Bridge start,399.0,1191,bridge
N1,432.041,LRP436c,21.0936663,92.2119444,BE,Bridge,Bridge end,36.0,1192,link
N1,432.199,LRP436d,21.0923052,92.2123333,,Culvert,Box culvert,158.0,1193,link
N1,432.434,LRP436e,21.090333,92.2129444,,Culvert,Box culvert,235.0,1194,link
N1,432.578,LRP437,21.0891941,92.2135,,KmPost,Km post missing,144.0,1195,link
N1,432.924,LRP437a,21.0864997,92.2151111,,Culvert,Box culvert,346.0,1196,link
N1,432.992,LRP437b,21.0859441,92.2153889,,Culvert,Box culvert,68.0,1197,link
N1,433.245,LRP437c,21.0838608,92.2161111,,Culvert / Culvert,Box culvert / Box culvert,253.0,1198,link
N1,433.578,LRP438,21.0811104,92.2169438,,KmPost,Km post missing,333.0,1199,link
N1,433.683,LRP438a,21.0803049,92.2174993,,Culvert,Box culvert,105.0,1200,link
N1,433.944,LRP438b,21.0783327,92.2186382,,Culvert,Box culvert,261.0,1201,link
N1,434.003,LRP438c,21.077916,92.2189993,,Culvert,Box culvert,59.0,1202,link
N1,434.263,LRP438d,21.0765549,92.2209993,,Culvert,Box culvert,260.0,1203,link
N1,434.522,LRP438e,21.0745271,92.2220549,,Culvert,Box culvert,259.0,1204,link
N1,434.668,LRP439,21.0735271,92.2226104,,KmPost,Info.Missing,146.0,1205,link
N1,434.778,LRP439a,21.0728327,92.2232216,,Culvert,Box culvert,110.0,1206,link
N1,434.96,LRP439b,21.071666,92.2242216,,Culvert,Box culvert,182.0,1207,link
N1,435.272,LRP439c,21.0691104,92.2246382,,Culvert,Box culvert,312.0,1208,link
N1,435.522,LRP439d,21.0668882,92.2246104,,Culvert,Box culvert,250.0,1209,link
N1,435.668,LRP440,21.0655833,92.2245549,,KmPost,Km post missing,146.0,1210,link
N1,435.746,LRP440a,21.0650556,92.2245271,,Culvert,Box culvert,78.0,1211,link
N1,436.007,LRP440b,21.063,92.2254993,,Culvert,Box culvert,261.0,1212,link
N1,436.195,LRP440c,21.0615556,92.2262771,,Culvert,Box culvert,188.0,1213,link
N1,436.399,LRP440d,21.0597778,92.2263882,BS,Bridge,Bridge start,204.0,1214,bridge
N1,436.414,LRP440e,21.0596667,92.2263882,BE,Bridge,Bridge end,15.0,1215,link
N1,436.756,LRP441,21.0565833,92.2266104,,KmPost,Info.Missing,342.0,1216,link
N1,436.94,LRP441a,21.0549722,92.2268049,,Culvert,Box culvert,184.0,1217,link
N1,437.588,LRP441b,21.0513611,92.2302493,BS,Bridge,Bridge start,648.0,1218,bridge
N1,437.626,LRP441c,21.0513611,92.2305827,BE,Bridge,Bridge end,38.0,1219,link
N1,437.751,LRP442,21.0513056,92.2317493,,KmPost,Teknaf 24 km,125.0,1220,link
N1,437.815,LRP442a,21.0512778,92.2323327,,Culvert,Box culvert,64.0,1221,link
N1,438.004,LRP442b,21.0507222,92.2338608,,Culvert,Box culvert,189.0,1222,link
N1,438.332,LRP442c,21.0479441,92.2346386,,Culvert,Box culvert,328.0,1223,link
N1,438.713,LRP442d,21.0446941,92.2356941,,Culvert,Box culvert,381.0,1224,link
N1,438.8,LRP443,21.0439163,92.2359441,,KmPost,Teknaf 23 km,87.0,1225,link
N1,439.197,LRP443a,21.0407497,92.2374997,,Culvert,Box culvert,397.0,1226,link
N1,439.737,LRP443b,21.0363608,92.2396941,BS,Bridge,Bridge start,540.0,1227,bridge
N1,439.778,LRP443c,21.0360552,92.2398608,BE,Bridge,Bridge end,41.0,1228,link
N1,440.049,LRP444,21.0338608,92.2407774,,KmPost,Teknaf 21 km,271.0,1229,link
N1,440.252,LRP444a,21.0321104,92.241083,,Culvert,Box culvert,203.0,1230,link
N1,440.485,LRP444b,21.0300549,92.2413608,,Culvert,Box culvert,233.0,1231,link
N1,440.839,LRP444c,21.0269438,92.2416941,,Culvert,Box culvert,354.0,1232,link
N1,441.048,LRP445,21.0249993,92.2418608,,KmPost,Km post missing,209.0,1233,link
N1,441.292,LRP445a,21.0228882,92.2420274,BS,Bridge,Bridge start,244.0,1234,bridge
N1,441.327,LRP445b,21.0226104,92.2420552,BE,Bridge,Bridge end,35.0,1235,link
N1,441.811,LRP446,21.0186104,92.2431386,,KmPost,Infor.missing,484.0,1236,link
N1,442.018,LRP446a,21.0169993,92.2440274,,Culvert,Box culvert,207.0,1237,link
N1,442.274,LRP446b,21.0150833,92.245333,,Culvert,Box culvert,256.0,1238,link
N1,442.881,LRP447,21.0107222,92.2487219,,KmPost,Teknaf 20 km,607.0,1239,link
N1,442.972,LRP447a,21.0101389,92.2492497,,Culvert,Box culvert,91.0,1240,link
N1,443.288,LRP447b,21.0078889,92.251,,Culvert,Box culvert,316.0,1241,link
N1,443.489,LRP447c,21.0064444,92.2520833,,Culvert,Box culvert,201.0,1242,link
N1,443.913,LRP448,21.0029444,92.2531944,,KmPost,Teknaf 29 km,424.0,1243,link
N1,444.358,LRP448a,20.9990274,92.2537778,BS,Bridge,Bridge start,445.0,1244,bridge
N1,444.408,LRP448b,20.9986386,92.2538889,BE,Bridge,Bridge end,50.0,1245,link
N1,444.911,LRP448c,20.9942497,92.2545278,,Culvert,Box culvert,503.0,1246,link
N1,444.945,LRP449,20.9940274,92.2546111,,KmPost,Teknaf 18 km,34.0,1247,link
N1,445.687,LRP449a,20.9875274,92.2545556,,Culvert,Box culvert,742.0,1248,link
N1,445.964,LRP450,20.9852774,92.2536389,,KmPost,Infor.missing,277.0,1249,link
N1,446.856,LRP450a,20.9778049,92.25075,BS,Bridge,Bridge start,892.0,1250,bridge
N1,446.888,LRP450b,20.9775827,92.2506111,BE,Bridge,Bridge end,32.0,1251,link
N1,446.964,LRP451,20.9769438,92.2502222,,KmPost,Km post missing,76.0,1252,link
N1,447.825,LRP451a,20.9697216,92.2485552,,Culvert,Box culvert,861.0,1253,link
N1,447.999,LRP452,20.9682771,92.2488052,,KmPost,Infor.missing,174.0,1254,link
N1,448.118,LRP452a,20.9673604,92.2491663,BS,Bridge,Bridge start,119.0,1255,bridge
N1,448.16,LRP452b,20.9671104,92.2494441,BE,Bridge,Bridge end,42.0,1256,link
N1,448.497,LRP452c,20.9648611,92.2515278,,Culvert,Box culvert,337.0,1257,link
N1,448.82,LRP452d,20.9622778,92.2528889,BS,Bridge,Bridge start,323.0,1258,bridge
N1,448.851,LRP452e,20.9620556,92.2530556,BE,Bridge,Bridge end,31.0,1259,link
N1,449.019,LRP453,20.9606389,92.2535,,KmPost,Info.Missing,168.0,1260,link
N1,449.321,LRP453a,20.9580833,92.2543056,,Culvert,Box culvert,302.0,1261,link
N1,449.491,LRP453b,20.9566667,92.2548056,,Culvert,Box culvert,170.0,1262,link
N1,449.827,LRP453c,20.9538889,92.2559722,,Culvert,Box culvert,336.0,1263,link
N1,449.92,LRP453d,20.9531667,92.2562778,,Culvert,Box culvert,93.0,1264,link
N1,450.04,LRP453e,20.95225,92.2566111,,Culvert,Box culvert,120.0,1265,link
N1,450.056,LRP454,20.9521667,92.2566944,,KmPost,Info.Missing,16.0,1266,link
N1,450.391,LRP454a,20.94957125079681,92.25817740896414,,Culvert,Box culvert,335.0,1267,link
N1,450.558,LRP454b,20.9482774,92.2589167,BS,Bridge,Bridge start,167.0,1268,bridge
N1,450.604,LRP454c,20.9481386,92.2593056,BE,Bridge,Bridge end,46.0,1269,link
N1,450.934,LRP454d,20.9459163,92.2603333,,Culvert,Box culvert,330.0,1270,link
N1,451.121,LRP455,20.9445552,92.2603333,,KmPost,Info.Missing,187.0,1271,link
N1,451.22,LRP455a,20.9436941,92.2603056,,Culvert,Box culvert,99.0,1272,link
N1,451.972,LRP455b,20.9373886,92.2623333,BS,Bridge,Bridge start,752.0,1273,bridge
N1,452.012,LRP455c,20.9371108,92.2624722,BE,Bridge,Bridge end,40.0,1274,link
N1,452.121,LRP456,20.9361663,92.2628611,,KmPost,Km post missing,109.0,1275,link
N1,452.133,LRP456a,20.9361108,92.2628611,,Culvert,Box culvert,12.0,1276,link
N1,452.299,LRP456b,20.9346663,92.2631667,,Culvert,Box culvert,166.0,1277,link
N1,452.339,LRP456c,20.934333,92.26325,,Culvert,Box culvert,40.0,1278,link
N1,452.489,LRP456d,20.9330549,92.2635,,Culvert,Box culvert,150.0,1279,link
N1,452.877,LRP456e,20.929666,92.2641111,BS,Bridge,Bridge start,388.0,1280,bridge
N1,452.914,LRP456f,20.9293327,92.2641389,BE,Bridge,Bridge end,37.0,1281,link
N1,453.17,LRP457,20.9270827,92.2644444,,KmPost,Infor.missing,256.0,1282,link
N1,453.551,LRP457a,20.9238882,92.2653889,BS,Bridge,Bridge start,381.0,1283,bridge
N1,453.602,LRP457b,20.9234993,92.2656111,BE,Bridge,Bridge end,51.0,1284,link
N1,454.132,LRP457c,20.9195827,92.268416,BS,Bridge,Bridge start,530.0,1285,bridge
N1,454.149,LRP457d,20.9194993,92.2684716,BE,Bridge,Bridge end,17.0,1286,link
N1,454.204,LRP457e,20.9189993,92.2686382,,Culvert,Box Culvert,55.0,1287,link
N1,454.234,LRP458,20.9187771,92.2687771,,KmPost,Teknaf 8 km,30.0,1288,link
N1,454.374,LRP458a,20.9176382,92.2692493,,Culvert,Box Culvert,140.0,1289,link
N1,454.629,LRP458b,20.9157222,92.2704993,BS,Bridge,Bridge start,255.0,1290,bridge
N1,454.667,LRP458c,20.9154167,92.2706938,BE,Bridge,Bridge end,38.0,1291,link
N1,454.899,LRP458d,20.9136389,92.2718604,,Culvert,Box Culvert,232.0,1292,link
N1,454.982,LRP458e,20.9132778,92.2721938,,Culvert,Box culvert,83.0,1293,link
N1,455.1,LRP458f,20.9123889,92.2729716,,Culvert,Box Culvert,118.0,1294,link
N1,455.126,LRP459,20.9122222,92.2729438,,KmPost,Teknaf 7 km,26.0,1295,link
N1,455.572,LRP459a,20.9088889,92.275166,BS,Bridge,Bridge start,446.0,1296,bridge
N1,455.619,LRP459b,20.9085556,92.2753604,BE,Bridge,Bridge end,47.0,1297,link
N1,455.857,LRP459c,20.90675,92.2764993,,Culvert,Box Culvert,238.0,1298,link
N1,455.98,LRP459d,20.9059444,92.2771104,,Culvert,Box culvert,123.0,1299,link
N1,456.126,LRP460,20.9048333,92.277916,,KmPost,Km post missing,146.0,1300,link
N1,456.143,LRP460a,20.9047222,92.2779716,,Culvert,Box Culvert,17.0,1301,link
N1,456.337,LRP460b,20.9033333,92.2789438,,Culvert,Box Culvert,194.0,1302,link
N1,456.44,LRP460c,20.9027222,92.279416,,Culvert,Box culvert,103.0,1303,link
N1,456.751,LRP460d,20.9003333,92.2807216,BS,Bridge,Bridge start,311.0,1304,bridge
N1,456.787,LRP460e,20.9001111,92.2809716,BE,Bridge,Bridge end,36.0,1305,link
N1,456.9,LRP460f,20.8994441,92.2817216,,Culvert,Box culvert,113.0,1306,link
N1,457.064,LRP460g,20.8984719,92.2828604,BS,Bridge,Bridge start,164.0,1307,bridge
N1,457.111,LRP460h,20.8982219,92.283166,BE,Bridge,Bridge end,47.0,1308,link
N1,457.126,LRP461,20.8981108,92.2832493,,KmPost,Km post missing,15.0,1309,link
N1,457.148,LRP461a,20.8980274,92.283333,,Culvert,Box culvert,22.0,1310,link
N1,457.201,LRP461b,20.8977497,92.2836941,,Culvert,Box culvert,53.0,1311,link
N1,457.411,LRP461c,20.8969163,92.2854441,BS,Bridge,Bridge start,210.0,1312,bridge
N1,457.444,LRP461d,20.8967774,92.2857219,BE,Bridge,Bridge end,33.0,1313,link
N1,457.491,LRP461e,20.8965552,92.286083,,Culvert,Box culvert,47.0,1314,link
N1,457.71,LRP461f,20.8953608,92.2877219,,Culvert,Box culvert,219.0,1315,link
N1,457.794,LRP461g,20.8948052,92.2881941,,Culvert,Box culvert,84.0,1316,link
N1,457.897,LRP461h,20.894083,92.2887774,BS,Bridge,Bridge start,103.0,1317,bridge
N1,457.921,LRP461i,20.8939441,92.2889163,BE,Bridge,Bridge end,24.0,1318,link
N1,458.026,LRP461j,20.8932774,92.2896386,,Culvert,Box culvert,105.0,1319,link
N1,458.105,LRP461k,20.8927774,92.2901386,,Culvert,Box culvert,79.0,1320,link
N1,458.126,LRP462,20.8926386,92.2902774,,KmPost,Km post missing,21.0,1321,link
N1,458.297,LRP462a,20.8919163,92.2916663,BS,Bridge,Bridge start,171.0,1322,bridge
N1,458.317,LRP462b,20.8918886,92.2918052,BE,Bridge,Bridge end,20.0,1323,link
N1,458.373,LRP463,20.891833,92.2923052,,KmPost,Teknaf 4 km,56.0,1324,link
N1,459.115,LRP463a,20.8889163,92.2982497,BS,Bridge,Bridge start,742.0,1325,bridge
N1,459.13,LRP463b,20.888833,92.2983886,BE,Bridge,Bridge end,15.0,1326,link
N1,459.388,LRP464,20.8869441,92.2996386,,KmPost,Info.Missing,258.0,1327,link
N1,459.521,LRP464a,20.8858608,92.2991941,,Culvert,Box culvert,133.0,1328,link
N1,459.995,LRP464b,20.8820271,92.2977774,,Culvert,Box culvert,474.0,1329,link
N1,460.426,LRP465,20.8782216,92.2977774,,KmPost,Teknaf 2 km,431.0,1330,link
N1,460.589,LRP465a,20.8768604,92.2978886,BS,Bridge,Bridge start,163.0,1331,bridge
N1,460.632,LRP465b,20.8764993,92.2978886,BE,Bridge,Bridge end,43.0,1332,link
N1,461.426,LRP466,20.8692771,92.2981386,,KmPost,Km post missing,794.0,1333,link
N1,461.476,LRP466a,20.8688604,92.2982219,,Culvert,Box culvert,50.0,1334,link
N1,461.904,LRP466b,20.8650278,92.2982497,BS,Bridge,Bridge start,428.0,1335,bridge
N1,461.946,LRP466c,20.8646667,92.2981941,BE,Bridge,Bridge end,42.0,1336,link
N1,462.124,LRP467,20.8629722,92.298083,,KmPost,Infor.missing,178.0,1337,link
N1,462.254,LRPE,20.8629167,92.298083,,Others,"End of Road at Shapla Chattar ,Teknaf Meet with Z1098 &Z1099.",130.0,1338,source
